order_item_id,order_id,sku,product_name,category,quantity,unit_price
64,1326,OUT-3800,Headlamp,Outdoors,2,110.3
65,512,ELE-7522,Webcam HD,Electronics,2,86.08
66,3747,OUT-4721,Insulated Bottle,Outdoors,1,108.7
67,1695,OFF-7313,Whiteboard,Office,2,168.54
68,1670,HOM-7676,Storage Bin,Home,4,22.23
69,2755,KIT-9885,Chef Knife,Kitchen,4,144.25
70,3298,HOM-8452,Storage Bin,Home,1,86.42
71,2497,ELE-2218,Wireless Earbuds,Electronics,1,128.47
72,1285,HOM-3496,Table Lamp,Home,1,105.91
73,4163,KIT-6723,Cutting Board,Kitchen,4,91.37
74,4916,KIT-9656,Chef Knife,Kitchen,1,136.6
75,163,OUT-9077,Hiking Poles,Outdoors,1,126.06
76,3462,KIT-3736,French Press,Kitchen,1,171.48
77,4410,OFF-5364,Notebook Set,Office,1,20.73
78,1044,OUT-8284,Headlamp,Outdoors,5,28.36
79,4122,KIT-6772,Chef Knife,Kitchen,5,83.67
80,4369,KIT-9864,Cutting Board,Kitchen,2,71.03
81,4076,HOM-3468,Throw Blanket,Home,2,75.96
82,3271,OFF-3798,Ergo Mouse,Office,2,71.75
83,772,HOM-8343,Wall Clock,Home,1,119.85
84,4860,OFF-6626,Desk Organizer,Office,1,117.22
85,3565,KIT-8280,Chef Knife,Kitchen,2,169.24
86,4746,OFF-8291,Notebook Set,Office,1,93.95
87,3376,OUT-5989,Headlamp,Outdoors,1,87.12
88,3247,OUT-1063,Camp Chair,Outdoors,2,115.93
89,2515,KIT-5176,Mixing Bowls,Kitchen,2,132.45
90,4678,APP-5518,Baseball Cap,Apparel,1,100.15
91,4983,OFF-2843,Standing Mat,Office,1,51.37
92,3755,OFF-4379,Standing Mat,Office,1,113.41
93,4369,ELE-5799,Webcam HD,Electronics,3,104.66
94,2173,APP-1161,Rain Jacket,Apparel,3,37.49
95,4217,OUT-6352,Camp Chair,Outdoors,5,28.63
96,258,HOM-3286,Storage Bin,Home,5,14.14
97,3279,APP-2002,Canvas Tote,Apparel,1,106.61
98,2217,OFF-6874,Standing Mat,Office,2,147.93
99,5,OFF-4112,Whiteboard,Office,3,154.21
100,2703,OUT-9861,Trail Backpack,Outdoors,2,120.24
101,3881,APP-6695,Crew Socks 3-Pack,Apparel,1,165.38
102,120,HOM-7071,Storage Bin,Home,4,15.64
103,1744,ELE-7395,Bluetooth Speaker,Electronics,3,80.79
104,4852,OFF-4330,Standing Mat,Office,1,184.18
105,2929,OUT-2590,Trail Backpack,Outdoors,2,147.4
106,1570,OUT-5820,Headlamp,Outdoors,1,111.21
107,4118,OUT-2938,Camp Chair,Outdoors,2,36.64
108,287,ELE-4343,Wireless Earbuds,Electronics,1,169.6
109,1007,ELE-5446,USB-C Hub,Electronics,4,62.44
110,2065,HOM-1708,Candle Set,Home,1,57.18
111,2810,OUT-7567,Headlamp,Outdoors,3,75.47
112,2465,ELE-3322,Webcam HD,Electronics,3,30.06
113,2651,APP-8146,Canvas Tote,Apparel,3,32.05
114,3486,HOM-3962,Table Lamp,Home,1,8.44
115,1933,HOM-8202,Wall Clock,Home,3,54.32
116,2518,OUT-5973,Hiking Poles,Outdoors,2,132.3
117,2668,APP-4650,Canvas Tote,Apparel,2,66.7
118,790,HOM-4690,Candle Set,Home,1,96.5
119,671,HOM-6456,Wall Clock,Home,2,46.91
120,1362,KIT-1923,Spice Rack,Kitchen,1,52.58
121,1047,KIT-2497,Cutting Board,Kitchen,4,19.43
122,3870,HOM-8590,Table Lamp,Home,1,84.87
123,2218,OFF-5036,Whiteboard,Office,2,108.68
124,2632,OFF-3801,Standing Mat,Office,1,129.34
125,1396,KIT-3292,French Press,Kitchen,2,64.2
126,3327,ELE-6368,Power Bank,Electronics,1,119.53
127,3676,ELE-6504,Wireless Earbuds,Electronics,4,103.81
128,387,APP-2519,Rain Jacket,Apparel,1,90.09
129,2206,OUT-6998,Insulated Bottle,Outdoors,2,72.25
130,1157,APP-9665,Baseball Cap,Apparel,2,163.12
131,2424,ELE-2951,Webcam HD,Electronics,1,61.94
132,4679,OUT-5259,Insulated Bottle,Outdoors,1,171.93
133,1665,ELE-4790,Bluetooth Speaker,Electronics,1,104.77
134,1821,HOM-9681,Throw Blanket,Home,1,22.21
135,563,KIT-4926,Cutting Board,Kitchen,3,102.36
136,4923,HOM-1613,Storage Bin,Home,2,99.59
137,1435,OFF-6777,Notebook Set,Office,3,94.82
138,3893,HOM-5673,Throw Blanket,Home,3,86.56
139,2589,KIT-6135,Chef Knife,Kitchen,1,88.46
140,2505,OUT-4484,Trail Backpack,Outdoors,4,140.39
141,3954,OFF-2663,Notebook Set,Office,2,165.01
142,2919,OUT-4080,Hiking Poles,Outdoors,1,166.08
143,4068,ELE-8253,Webcam HD,Electronics,2,177.82
144,4854,OUT-2069,Headlamp,Outdoors,5,48.07
145,3245,HOM-5209,Candle Set,Home,4,122.12
146,3523,APP-1862,Rain Jacket,Apparel,2,112.24
147,238,KIT-2837,Chef Knife,Kitchen,1,115.98
148,2788,OUT-1277,Insulated Bottle,Outdoors,2,49.8
149,2789,HOM-2392,Throw Blanket,Home,2,81.95
150,4277,APP-3788,Rain Jacket,Apparel,2,78.33
151,4216,OFF-8500,Standing Mat,Office,2,87.15
152,4597,APP-6383,Baseball Cap,Apparel,2,111.49
153,4260,HOM-2821,Candle Set,Home,3,16.39
154,1176,ELE-8581,Webcam HD,Electronics,2,118.47
155,607,HOM-9664,Wall Clock,Home,2,123.98
156,3702,ELE-1235,Webcam HD,Electronics,4,144.35
157,4335,APP-6385,Rain Jacket,Apparel,3,151.54
158,1689,OUT-3619,Hiking Poles,Outdoors,2,78.58
159,4288,ELE-3985,Wireless Earbuds,Electronics,2,123.78
160,1720,OFF-6598,Whiteboard,Office,3,162.34
161,935,ELE-5026,Power Bank,Electronics,2,187.4
162,4414,ELE-6514,Bluetooth Speaker,Electronics,2,169.4
163,186,KIT-3734,Spice Rack,Kitchen,3,88.48
164,4728,ELE-6171,Bluetooth Speaker,Electronics,1,164.63
165,3465,OFF-4621,Desk Organizer,Office,3,75.37
166,2565,KIT-9822,Spice Rack,Kitchen,3,145.07
167,3807,KIT-6216,Chef Knife,Kitchen,1,130.21
168,164,KIT-2996,Chef Knife,Kitchen,2,151.06
169,654,ELE-9726,USB-C Hub,Electronics,1,111.94
170,3886,APP-6163,Zip Hoodie,Apparel,1,51.52
171,3495,ELE-1967,Power Bank,Electronics,2,67.03
172,4383,ELE-3015,Power Bank,Electronics,1,66.97
173,1112,APP-8553,Zip Hoodie,Apparel,1,19.74
174,2812,KIT-9129,Spice Rack,Kitchen,1,145.62
175,1146,OUT-4555,Camp Chair,Outdoors,2,100.26
176,4912,OUT-5019,Headlamp,Outdoors,1,51.27
177,495,KIT-6470,Chef Knife,Kitchen,2,185.49
178,3525,ELE-5782,Bluetooth Speaker,Electronics,1,52.06
179,2739,OUT-4922,Hiking Poles,Outdoors,2,110.95
180,2926,APP-2659,Crew Socks 3-Pack,Apparel,1,52.03
181,349,KIT-9324,Cutting Board,Kitchen,4,93.28
182,1489,OUT-3595,Camp Chair,Outdoors,2,84.18
183,3099,OUT-6621,Camp Chair,Outdoors,4,60.97
184,4270,ELE-5176,Webcam HD,Electronics,1,156.5
185,3377,ELE-2717,Wireless Earbuds,Electronics,2,134.46
186,2649,KIT-6484,Cutting Board,Kitchen,2,156.71
187,2455,OUT-1702,Trail Backpack,Outdoors,5,183.28
188,307,HOM-9959,Candle Set,Home,1,96.74
189,1754,ELE-3338,Bluetooth Speaker,Electronics,1,45.15
190,1101,OFF-5313,Notebook Set,Office,2,130.78
191,3714,ELE-4766,Power Bank,Electronics,2,152.34
192,178,OFF-1735,Ergo Mouse,Office,1,80.58
193,4972,KIT-3845,Chef Knife,Kitchen,1,105.18
194,2280,OFF-8443,Whiteboard,Office,3,166.41
195,2873,ELE-6384,USB-C Hub,Electronics,2,170.36
196,1113,OUT-8430,Camp Chair,Outdoors,1,42.96
197,3481,OFF-2963,Whiteboard,Office,3,145.62
198,2220,KIT-4327,Chef Knife,Kitchen,1,45.1
199,4128,OFF-9310,Notebook Set,Office,1,107.34
200,3631,KIT-9388,French Press,Kitchen,1,49.82
201,3316,APP-8364,Baseball Cap,Apparel,1,52.94
202,1906,KIT-1204,Chef Knife,Kitchen,2,27.62
203,2860,HOM-7867,Candle Set,Home,5,41.08
204,1047,OUT-6712,Insulated Bottle,Outdoors,1,37.53
205,324,APP-3791,Crew Socks 3-Pack,Apparel,3,49.56
206,697,OFF-6834,Notebook Set,Office,1,31.5
207,2200,APP-1322,Crew Socks 3-Pack,Apparel,1,133.29
208,4847,KIT-2633,French Press,Kitchen,2,36.19
209,3042,HOM-2233,Candle Set,Home,1,95.33
210,2536,ELE-3362,USB-C Hub,Electronics,3,106.54
211,3815,ELE-8776,Power Bank,Electronics,1,78.32
212,2096,OFF-4353,Ergo Mouse,Office,1,75.28
213,4064,APP-4039,Zip Hoodie,Apparel,1,55.49
214,1753,HOM-2633,Storage Bin,Home,1,158.59
215,423,ELE-6004,USB-C Hub,Electronics,1,85.98
216,3126,HOM-8780,Throw Blanket,Home,1,106.94
217,3676,KIT-1918,Cutting Board,Kitchen,4,34.7
218,288,ELE-6492,Power Bank,Electronics,3,50.26
219,3393,KIT-2148,Cutting Board,Kitchen,2,42.97
220,4455,OFF-1163,Notebook Set,Office,1,94.06
221,2565,ELE-2569,Wireless Earbuds,Electronics,1,31.98
222,4613,ELE-8559,Wireless Earbuds,Electronics,1,91.44
223,1553,ELE-3812,Webcam HD,Electronics,1,26.97
224,4429,OUT-1675,Headlamp,Outdoors,2,93.48
225,620,KIT-9120,Mixing Bowls,Kitchen,1,28.94
226,2080,APP-7676,Rain Jacket,Apparel,3,189.77
227,909,OFF-9964,Desk Organizer,Office,3,183.48
228,3883,ELE-5207,Webcam HD,Electronics,1,81.48
229,1186,HOM-5802,Wall Clock,Home,3,177.3
230,1080,HOM-3362,Wall Clock,Home,1,79.7
231,1181,APP-4517,Zip Hoodie,Apparel,4,56.38
232,675,HOM-5449,Throw Blanket,Home,1,157.65
233,3887,HOM-1370,Storage Bin,Home,1,40.41
234,2893,APP-4680,Crew Socks 3-Pack,Apparel,4,93.06
235,647,KIT-5916,Mixing Bowls,Kitchen,2,11.4
236,1098,APP-6883,Rain Jacket,Apparel,2,71.18
237,3132,ELE-2732,USB-C Hub,Electronics,1,129.13
238,2619,OFF-2489,Whiteboard,Office,1,85.66
239,3315,KIT-9779,French Press,Kitchen,4,53.71
240,4555,OUT-7902,Headlamp,Outdoors,1,91.83
241,482,ELE-9610,Power Bank,Electronics,1,90.47
242,194,OFF-8181,Desk Organizer,Office,3,109.01
243,726,OFF-1532,Notebook Set,Office,1,120.4
244,4647,HOM-8162,Throw Blanket,Home,1,16.2
245,4680,KIT-4303,Spice Rack,Kitchen,1,183.03
246,1048,HOM-4775,Wall Clock,Home,1,56.22
247,3581,APP-1640,Baseball Cap,Apparel,2,28.45
248,4703,OFF-6219,Ergo Mouse,Office,1,41.3
249,80,HOM-3727,Throw Blanket,Home,1,140.0
250,1216,ELE-6387,Bluetooth Speaker,Electronics,1,45.08
251,1785,ELE-1337,Wireless Earbuds,Electronics,1,101.97
252,2038,APP-8429,Baseball Cap,Apparel,1,27.35
253,40,ELE-9537,Power Bank,Electronics,2,149.39
254,738,ELE-2951,Bluetooth Speaker,Electronics,1,7.47
255,4749,ELE-3494,Webcam HD,Electronics,3,32.4
256,4051,HOM-9715,Storage Bin,Home,4,112.61
257,3767,KIT-1732,Spice Rack,Kitchen,1,106.14
258,2760,APP-2346,Canvas Tote,Apparel,4,165.58
259,4487,OUT-5227,Hiking Poles,Outdoors,1,14.43
260,189,OFF-9438,Whiteboard,Office,1,47.09
261,3560,ELE-5002,Wireless Earbuds,Electronics,5,22.08
262,788,OFF-6215,Notebook Set,Office,1,117.55
263,3026,KIT-6402,French Press,Kitchen,2,145.93
264,2532,HOM-4098,Throw Blanket,Home,2,154.29
265,99,ELE-4333,Bluetooth Speaker,Electronics,1,50.76
266,3383,OUT-8315,Camp Chair,Outdoors,1,179.64
267,4975,OFF-5642,Standing Mat,Office,2,135.83
268,3314,OUT-3429,Hiking Poles,Outdoors,2,24.46
269,4510,HOM-1262,Wall Clock,Home,3,136.25
270,4417,ELE-3493,Power Bank,Electronics,4,126.42
271,4206,OUT-5734,Headlamp,Outdoors,5,34.31
272,3204,HOM-9697,Throw Blanket,Home,1,169.36
273,4071,APP-3227,Rain Jacket,Apparel,1,151.5
274,2937,KIT-7743,Cutting Board,Kitchen,1,181.03
275,1821,APP-1285,Baseball Cap,Apparel,1,22.95
276,776,OFF-6439,Desk Organizer,Office,1,28.25
277,3430,ELE-6363,USB-C Hub,Electronics,1,10.27
278,3257,ELE-1996,Wireless Earbuds,Electronics,1,38.63
279,454,APP-7691,Baseball Cap,Apparel,1,22.59
280,4601,HOM-3348,Candle Set,Home,1,12.41
281,1440,HOM-7999,Table Lamp,Home,1,23.38
282,241,KIT-9722,French Press,Kitchen,2,9.1
283,3518,OUT-4676,Trail Backpack,Outdoors,5,148.25
284,2119,APP-1753,Baseball Cap,Apparel,5,62.89
285,1456,HOM-7864,Storage Bin,Home,5,162.93
286,2457,OUT-2754,Camp Chair,Outdoors,2,67.91
287,57,APP-4358,Baseball Cap,Apparel,5,63.56
288,1220,APP-6729,Zip Hoodie,Apparel,2,84.19
289,4024,OUT-3770,Headlamp,Outdoors,1,65.16
290,832,KIT-8517,Cutting Board,Kitchen,2,40.53
291,3712,ELE-7422,Power Bank,Electronics,3,135.75
292,3174,APP-3500,Baseball Cap,Apparel,3,57.51
293,628,OFF-7697,Ergo Mouse,Office,3,87.88
294,2209,OFF-8754,Standing Mat,Office,1,21.73
295,1308,OFF-4402,Notebook Set,Office,1,13.67
296,892,OFF-9201,Standing Mat,Office,2,188.79
297,1193,HOM-6131,Table Lamp,Home,3,155.53
298,2520,ELE-7869,Bluetooth Speaker,Electronics,3,144.95
299,4487,HOM-3470,Throw Blanket,Home,1,151.68
300,3546,APP-6837,Canvas Tote,Apparel,1,53.98
301,1410,ELE-5528,Webcam HD,Electronics,3,124.63
302,721,ELE-9078,Wireless Earbuds,Electronics,3,107.04
303,658,OFF-8595,Desk Organizer,Office,1,163.85
304,3515,HOM-4692,Wall Clock,Home,1,114.37
305,2356,OFF-3928,Whiteboard,Office,2,103.66
306,2272,OFF-9795,Ergo Mouse,Office,1,81.13
307,2128,ELE-2611,Bluetooth Speaker,Electronics,3,188.7
308,1489,ELE-7079,USB-C Hub,Electronics,1,127.13
309,2286,ELE-5049,USB-C Hub,Electronics,3,28.67
310,3289,ELE-9648,Bluetooth Speaker,Electronics,1,157.74
311,1964,OUT-2646,Insulated Bottle,Outdoors,2,124.45
312,4139,OUT-1957,Camp Chair,Outdoors,1,18.42
313,1652,ELE-8319,Power Bank,Electronics,2,115.37
314,4952,ELE-2465,Wireless Earbuds,Electronics,3,12.93
315,109,HOM-8779,Wall Clock,Home,3,51.04
316,4067,KIT-8645,Chef Knife,Kitchen,3,108.51
317,374,KIT-7356,Chef Knife,Kitchen,4,35.46
318,2907,KIT-1834,Spice Rack,Kitchen,2,54.27
319,4767,KIT-8645,French Press,Kitchen,3,67.13
320,2988,ELE-2262,Wireless Earbuds,Electronics,1,87.06
321,1831,APP-3713,Canvas Tote,Apparel,2,11.13
322,1364,OFF-8268,Whiteboard,Office,2,7.62
323,1128,OUT-1921,Headlamp,Outdoors,2,92.62
324,3404,ELE-1450,Webcam HD,Electronics,2,100.68
325,3851,HOM-4322,Table Lamp,Home,2,167.87
326,4818,KIT-5117,Mixing Bowls,Kitchen,1,148.8
327,4387,HOM-6551,Storage Bin,Home,3,14.37
328,3435,OFF-1114,Notebook Set,Office,1,59.47
329,123,KIT-7002,Spice Rack,Kitchen,3,92.18
330,4101,ELE-3780,Wireless Earbuds,Electronics,2,129.44
331,2402,HOM-4494,Table Lamp,Home,3,183.4
332,1330,ELE-1623,Webcam HD,Electronics,3,77.34
333,3133,OFF-8469,Standing Mat,Office,1,128.94
334,164,OUT-6841,Hiking Poles,Outdoors,1,120.4
335,970,HOM-6974,Candle Set,Home,2,178.94
336,1164,ELE-1899,Bluetooth Speaker,Electronics,2,160.48
337,2443,HOM-2191,Storage Bin,Home,1,176.77
338,1783,HOM-1760,Wall Clock,Home,5,181.75
339,4282,APP-5621,Zip Hoodie,Apparel,3,135.61
340,922,OFF-4639,Whiteboard,Office,2,59.8
341,2399,OFF-4610,Notebook Set,Office,1,62.15
342,878,KIT-2222,Mixing Bowls,Kitchen,3,64.89
343,1873,ELE-2653,USB-C Hub,Electronics,1,20.03
344,3902,KIT-7359,French Press,Kitchen,2,80.97
345,2008,HOM-6406,Candle Set,Home,1,107.63
346,766,ELE-1279,Bluetooth Speaker,Electronics,3,168.11
347,2263,OUT-5252,Hiking Poles,Outdoors,3,35.44
348,4142,OFF-3003,Ergo Mouse,Office,1,52.15
349,2761,APP-3241,Crew Socks 3-Pack,Apparel,2,20.96
350,3679,OUT-2613,Trail Backpack,Outdoors,1,115.38
351,4611,OUT-2613,Headlamp,Outdoors,1,54.5
352,3084,KIT-8567,Chef Knife,Kitchen,1,141.38
353,155,HOM-5795,Wall Clock,Home,1,142.07
354,3030,APP-8578,Baseball Cap,Apparel,1,13.7
355,530,OUT-1447,Camp Chair,Outdoors,1,18.18
356,4097,OUT-6925,Camp Chair,Outdoors,1,55.22
357,3938,OFF-8883,Desk Organizer,Office,2,18.19
358,801,OUT-6028,Trail Backpack,Outdoors,5,103.99
359,1522,OUT-2194,Trail Backpack,Outdoors,3,99.09
360,2657,KIT-3966,Mixing Bowls,Kitchen,1,36.64
361,1416,APP-7462,Rain Jacket,Apparel,2,80.71
362,1209,OUT-9457,Insulated Bottle,Outdoors,3,189.45
363,3676,OUT-5107,Hiking Poles,Outdoors,1,88.48
364,3091,KIT-3356,Cutting Board,Kitchen,1,19.36
365,1692,APP-9986,Zip Hoodie,Apparel,5,80.35
366,3421,KIT-6867,Cutting Board,Kitchen,2,46.86
367,4334,OUT-8785,Headlamp,Outdoors,2,81.37
368,248,APP-9574,Canvas Tote,Apparel,5,115.2
369,1915,HOM-6482,Throw Blanket,Home,3,149.26
370,2128,ELE-1416,Bluetooth Speaker,Electronics,2,179.67
371,4948,HOM-4277,Storage Bin,Home,2,142.81
372,2682,OFF-8029,Ergo Mouse,Office,5,149.09
373,2575,HOM-7741,Wall Clock,Home,1,141.81
374,4098,OFF-9188,Ergo Mouse,Office,2,69.99
375,1301,OUT-1452,Camp Chair,Outdoors,1,149.96
376,2128,HOM-8812,Table Lamp,Home,1,80.64
377,1067,OUT-3953,Insulated Bottle,Outdoors,1,39.21
378,1207,OUT-2743,Camp Chair,Outdoors,3,159.96
379,3040,KIT-7978,Mixing Bowls,Kitchen,2,184.26
380,874,OUT-1937,Insulated Bottle,Outdoors,3,35.83
381,4450,APP-5734,Crew Socks 3-Pack,Apparel,1,108.1
382,4728,OFF-1530,Desk Organizer,Office,1,179.01
383,3481,OFF-4396,Notebook Set,Office,2,154.57
384,1534,ELE-7770,USB-C Hub,Electronics,5,187.05
385,4503,ELE-5360,Wireless Earbuds,Electronics,1,79.74
386,4059,ELE-7919,Wireless Earbuds,Electronics,2,165.9
387,3692,OUT-4539,Camp Chair,Outdoors,3,21.7
388,1590,OUT-6610,Camp Chair,Outdoors,2,179.26
389,2386,OFF-4418,Desk Organizer,Office,1,159.82
390,1504,APP-7172,Rain Jacket,Apparel,2,163.05
391,3610,HOM-5565,Candle Set,Home,3,86.27
392,1980,OFF-9846,Notebook Set,Office,1,109.99
393,3258,APP-1997,Rain Jacket,Apparel,1,71.0
394,4506,APP-4587,Crew Socks 3-Pack,Apparel,2,48.14
395,3785,KIT-9081,Cutting Board,Kitchen,1,164.59
396,1312,OFF-7350,Notebook Set,Office,1,126.35
397,2446,OFF-1974,Ergo Mouse,Office,1,85.76
398,3439,OUT-6425,Hiking Poles,Outdoors,3,90.0
399,1362,OFF-6831,Standing Mat,Office,5,114.61
400,2170,OFF-7121,Whiteboard,Office,1,139.26
401,4143,OFF-5937,Ergo Mouse,Office,3,83.61
402,4057,APP-1355,Baseball Cap,Apparel,1,106.84
403,847,OFF-1761,Desk Organizer,Office,1,148.2
404,3043,APP-1533,Zip Hoodie,Apparel,1,106.22
405,284,OFF-3840,Desk Organizer,Office,4,70.76
406,1577,HOM-3839,Table Lamp,Home,1,37.69
407,2929,ELE-3522,Wireless Earbuds,Electronics,3,172.76
408,2715,APP-2859,Crew Socks 3-Pack,Apparel,2,140.47
409,2766,APP-1547,Rain Jacket,Apparel,1,81.07
410,4132,OFF-5666,Whiteboard,Office,2,45.08
411,1587,HOM-3657,Table Lamp,Home,1,52.06
412,1338,OFF-3166,Ergo Mouse,Office,1,105.33
413,2842,OFF-4776,Whiteboard,Office,1,159.18
414,2208,APP-3649,Crew Socks 3-Pack,Apparel,3,17.52
415,2731,OFF-6129,Ergo Mouse,Office,4,118.94
416,1097,ELE-3337,Wireless Earbuds,Electronics,1,97.83
417,1623,ELE-8533,Webcam HD,Electronics,1,75.01
418,1312,ELE-7290,Wireless Earbuds,Electronics,1,148.79
419,2198,KIT-4328,Chef Knife,Kitchen,4,69.56
420,802,OFF-3962,Desk Organizer,Office,1,20.9
421,1877,ELE-7101,Webcam HD,Electronics,1,80.33
422,3470,APP-6218,Baseball Cap,Apparel,1,163.1
423,3266,APP-2685,Baseball Cap,Apparel,4,32.95
424,209,OFF-2973,Ergo Mouse,Office,1,147.25
425,217,ELE-3594,Power Bank,Electronics,2,167.91
426,2201,APP-5431,Zip Hoodie,Apparel,1,37.41
427,868,ELE-4772,Bluetooth Speaker,Electronics,3,71.89
428,2604,ELE-4438,Bluetooth Speaker,Electronics,2,32.53
429,4767,KIT-5907,Chef Knife,Kitchen,1,160.95
430,4239,OUT-8552,Hiking Poles,Outdoors,2,54.74
431,4960,HOM-5117,Wall Clock,Home,3,35.05
432,766,OFF-4870,Whiteboard,Office,2,53.54
433,2633,KIT-2793,Spice Rack,Kitchen,2,141.67
434,61,APP-8915,Canvas Tote,Apparel,1,85.94
435,3132,OFF-4423,Desk Organizer,Office,4,145.62
436,4825,OFF-8045,Whiteboard,Office,1,72.5
437,469,HOM-8655,Wall Clock,Home,2,128.78
438,3550,APP-9515,Crew Socks 3-Pack,Apparel,1,99.12
439,2944,KIT-9690,Spice Rack,Kitchen,1,142.19
440,1408,APP-8828,Baseball Cap,Apparel,1,151.29
441,148,KIT-5360,Spice Rack,Kitchen,1,29.93
442,4789,HOM-5999,Wall Clock,Home,4,164.78
443,2613,KIT-2313,French Press,Kitchen,3,78.69
444,4551,HOM-4007,Table Lamp,Home,3,8.57
445,871,OFF-6778,Desk Organizer,Office,2,128.44
446,3324,HOM-8327,Wall Clock,Home,1,82.24
447,4825,APP-1208,Zip Hoodie,Apparel,1,180.06
448,1332,HOM-2428,Wall Clock,Home,1,111.92
449,4867,ELE-7840,Wireless Earbuds,Electronics,1,159.15
450,3633,ELE-7715,USB-C Hub,Electronics,1,54.99
451,2808,ELE-6919,Power Bank,Electronics,1,40.87
452,3910,APP-1307,Crew Socks 3-Pack,Apparel,2,119.45
453,409,KIT-4598,Chef Knife,Kitchen,1,146.62
454,4414,OFF-3203,Desk Organizer,Office,1,160.04
455,768,ELE-4640,Power Bank,Electronics,1,8.05
456,384,OUT-9665,Camp Chair,Outdoors,1,95.9
457,306,APP-5603,Baseball Cap,Apparel,1,175.98
458,3425,ELE-8142,Webcam HD,Electronics,3,78.53
459,1790,KIT-6799,Spice Rack,Kitchen,1,111.75
460,1870,OUT-4274,Insulated Bottle,Outdoors,1,23.48
461,3487,KIT-4652,Cutting Board,Kitchen,2,44.61
462,1624,OUT-1203,Camp Chair,Outdoors,2,152.03
463,2122,APP-8131,Crew Socks 3-Pack,Apparel,1,178.77
