order_id,customer_id,order_date,status,channel
153,471,2025-08-05,cancelled,partner
154,65,2026-06-30,delivered,web
155,365,2025-12-17,delivered,mobile
156,347,2026-01-23,delivered,mobile
157,138,2026-05-23,delivered,web
158,325,2025-08-22,delivered,mobile
159,356,2026-01-10,delivered,web
160,298,2025-07-07,delivered,mobile
161,48,2026-02-25,delivered,mobile
162,436,2025-08-07,delivered,web
163,496,2026-02-10,delivered,web
164,166,2025-11-28,shipped,mobile
165,290,2026-03-11,delivered,partner
166,391,2025-07-30,placed,mobile
167,429,2026-02-26,placed,partner
168,81,2026-02-16,delivered,partner
169,220,2025-10-17,cancelled,partner
170,452,2026-06-03,shipped,partner
171,449,2025-11-23,placed,web
172,43,2026-01-12,delivered,mobile
173,27,2026-01-24,delivered,mobile
174,387,2025-11-02,delivered,web
175,49,2025-07-06,shipped,web
176,304,2025-10-29,delivered,web
177,5,2026-06-27,shipped,web
178,441,2026-02-07,delivered,web
179,118,2026-01-18,placed,mobile
180,53,2025-12-13,delivered,web
181,196,2025-09-12,delivered,mobile
182,36,2026-04-03,delivered,mobile
183,85,2026-02-16,delivered,web
184,384,2025-09-21,cancelled,mobile
185,227,2025-10-25,placed,web
186,386,2025-09-07,delivered,web
187,494,2026-02-10,shipped,web
188,142,2026-06-01,placed,mobile
189,308,2026-05-13,shipped,partner
190,14,2026-06-08,delivered,web
191,311,2026-03-23,shipped,web
192,331,2025-08-02,delivered,mobile
193,123,2026-03-16,delivered,web
194,327,2026-05-06,placed,partner
195,7,2026-01-06,cancelled,web
196,441,2026-04-23,delivered,web
197,89,2026-03-04,cancelled,mobile
198,9,2026-05-02,placed,web
199,21,2025-08-05,cancelled,web
200,147,2026-05-23,delivered,mobile
201,217,2026-06-30,delivered,mobile
202,276,2026-05-17,shipped,web
203,41,2026-03-24,cancelled,partner
204,80,2026-04-06,shipped,mobile
205,391,2026-06-03,delivered,web
206,358,2026-02-14,delivered,mobile
207,30,2025-11-08,placed,web
208,233,2026-05-15,delivered,web
209,380,2026-06-07,delivered,web
210,363,2025-09-14,delivered,web
211,488,2025-12-30,delivered,mobile
212,370,2025-11-15,shipped,web
213,400,2025-11-20,delivered,web
214,461,2025-07-21,shipped,web
215,269,2025-08-07,shipped,partner
216,322,2025-08-14,delivered,web
217,29,2026-03-18,delivered,web
218,81,2025-11-13,delivered,partner
219,346,2025-09-03,shipped,web
220,23,2025-07-12,shipped,web
221,197,2025-09-20,shipped,partner
222,19,2026-04-15,delivered,mobile
223,336,2026-02-05,shipped,web
224,469,2025-12-16,shipped,web
225,191,2025-09-05,delivered,partner
226,92,2025-10-28,delivered,partner
227,489,2026-01-27,placed,web
228,145,2025-12-12,shipped,mobile
229,5,2026-01-10,shipped,mobile
230,156,2026-05-20,shipped,web
231,498,2026-03-15,cancelled,mobile
232,376,2026-04-11,delivered,web
233,4,2026-01-31,placed,web
234,326,2026-06-26,delivered,partner
235,1,2026-06-07,delivered,mobile
236,158,2025-08-28,shipped,partner
237,215,2026-03-14,cancelled,partner
238,73,2026-07-05,shipped,web
239,119,2026-03-29,delivered,partner
240,235,2025-08-18,delivered,web
241,327,2026-01-23,placed,mobile
242,223,2026-06-10,cancelled,web
243,134,2025-12-14,cancelled,web
244,426,2025-12-20,shipped,web
245,39,2025-10-17,placed,mobile
246,56,2025-09-23,placed,web
247,161,2026-01-30,placed,web
248,395,2025-10-20,delivered,web
249,437,2025-09-05,placed,mobile
250,156,2026-07-01,delivered,web
251,428,2025-12-20,placed,mobile
252,496,2026-01-04,delivered,web
253,154,2025-11-16,delivered,web
254,488,2026-01-29,delivered,mobile
255,282,2025-11-10,placed,web
256,407,2025-09-15,placed,web
257,400,2025-10-27,placed,mobile
258,191,2026-06-22,delivered,mobile
259,299,2026-05-02,shipped,mobile
260,12,2025-08-08,shipped,mobile
261,415,2025-09-09,placed,mobile
262,415,2025-12-22,placed,partner
263,26,2025-09-30,cancelled,web
264,371,2026-01-24,delivered,web
265,219,2025-10-02,delivered,partner
266,141,2025-11-26,delivered,web
267,315,2026-05-19,delivered,mobile
268,256,2026-02-01,delivered,web
269,45,2025-11-26,delivered,web
270,330,2026-04-01,shipped,partner
271,279,2025-07-15,cancelled,mobile
272,184,2026-03-08,delivered,web
273,468,2026-04-21,delivered,web
274,93,2025-07-19,shipped,web
275,459,2025-11-26,placed,partner
276,272,2026-01-05,delivered,partner
277,499,2025-09-25,placed,mobile
278,137,2026-04-05,delivered,partner
279,29,2025-10-26,delivered,partner
280,199,2026-01-03,cancelled,partner
281,89,2025-10-04,shipped,web
282,378,2026-06-28,delivered,mobile
283,361,2026-06-29,delivered,mobile
284,73,2026-04-20,cancelled,mobile
285,415,2026-03-15,delivered,web
286,20,2025-08-21,placed,mobile
287,11,2026-04-01,delivered,web
288,315,2025-10-17,delivered,web
289,91,2025-12-18,placed,web
290,361,2025-09-16,delivered,mobile
291,441,2026-01-08,cancelled,web
292,483,2026-06-10,delivered,web
293,155,2025-12-18,placed,web
294,486,2026-02-14,delivered,partner
295,333,2025-12-15,shipped,partner
296,356,2026-05-16,delivered,web
297,302,2025-10-03,delivered,mobile
298,151,2025-09-09,shipped,web
299,360,2026-04-25,delivered,partner
300,495,2026-04-22,placed,mobile
301,472,2026-05-15,shipped,mobile
302,480,2026-03-17,placed,mobile
303,122,2025-12-30,cancelled,web
304,454,2025-08-20,delivered,mobile
305,374,2025-12-24,delivered,web
306,128,2026-06-25,placed,web
307,56,2025-07-06,placed,web
308,215,2025-09-29,delivered,web
309,194,2026-01-01,delivered,web
310,246,2026-04-27,delivered,mobile
311,84,2026-02-22,placed,mobile
312,151,2025-07-16,shipped,partner
313,38,2025-12-28,shipped,web
314,375,2025-08-13,delivered,partner
315,48,2025-12-26,delivered,mobile
316,248,2026-07-01,placed,partner
317,85,2026-05-12,delivered,web
318,52,2025-12-22,shipped,web
319,357,2026-04-15,delivered,mobile
320,136,2026-06-09,shipped,web
321,26,2026-01-23,delivered,mobile
322,79,2025-08-02,delivered,web
323,151,2026-06-09,delivered,web
324,50,2025-07-19,shipped,mobile
325,42,2026-03-05,delivered,web
326,204,2026-03-04,delivered,mobile
327,47,2026-05-30,delivered,web
328,454,2026-01-17,delivered,web
329,135,2026-02-16,delivered,web
330,138,2026-04-20,placed,mobile
331,342,2025-08-24,placed,web
332,278,2026-02-02,cancelled,mobile
333,284,2025-08-06,delivered,mobile
334,215,2026-04-06,delivered,partner
335,294,2025-11-03,delivered,web
336,463,2026-07-06,placed,mobile
337,265,2026-04-24,delivered,mobile
338,62,2026-02-20,shipped,partner
339,498,2025-10-22,delivered,web
340,217,2025-08-15,cancelled,web
341,422,2026-05-23,placed,mobile
342,164,2025-08-09,placed,mobile
343,283,2025-12-19,delivered,web
344,470,2025-07-12,delivered,mobile
345,268,2026-02-05,placed,web
346,291,2026-05-03,delivered,partner
347,52,2025-08-29,delivered,web
348,147,2026-04-06,delivered,partner
349,136,2026-01-18,delivered,mobile
350,243,2025-07-25,shipped,web
351,317,2026-05-13,delivered,web
352,203,2025-12-22,delivered,web
353,244,2025-11-20,delivered,web
354,419,2025-12-08,shipped,mobile
355,440,2026-06-27,delivered,partner
356,117,2025-09-12,shipped,mobile
357,397,2025-12-17,shipped,web
358,331,2025-08-20,shipped,web
359,422,2026-01-30,delivered,mobile
360,445,2026-01-13,delivered,web
361,82,2025-08-08,shipped,web
362,70,2026-03-31,delivered,web
363,99,2025-10-16,delivered,web
364,234,2025-07-31,cancelled,mobile
365,141,2026-01-10,delivered,web
366,326,2025-09-07,delivered,web
367,251,2026-05-06,delivered,partner
368,243,2026-05-02,delivered,web
369,429,2025-11-15,delivered,mobile
370,146,2025-07-20,delivered,web
371,293,2025-10-23,delivered,mobile
372,347,2025-10-19,shipped,web
373,11,2026-06-20,placed,partner
374,332,2025-10-02,delivered,web
375,130,2026-05-13,delivered,web
376,496,2026-07-04,delivered,web
377,193,2025-12-31,delivered,web
378,155,2026-06-17,delivered,mobile
379,300,2025-08-27,placed,partner
380,495,2026-01-13,delivered,mobile
381,145,2025-12-05,delivered,web
382,173,2025-11-24,delivered,partner
383,134,2026-06-06,delivered,partner
384,153,2025-10-10,placed,mobile
385,461,2025-08-04,delivered,mobile
386,308,2026-01-28,delivered,mobile
387,370,2025-07-19,delivered,partner
388,133,2026-02-05,delivered,mobile
389,299,2026-07-03,cancelled,mobile
390,176,2026-07-06,shipped,web
391,402,2026-03-06,cancelled,mobile
392,260,2025-12-06,delivered,mobile
393,449,2026-04-17,shipped,web
394,66,2025-11-15,delivered,mobile
395,468,2025-10-07,cancelled,partner
396,336,2025-08-20,shipped,web
397,447,2025-12-10,delivered,partner
398,191,2025-11-16,delivered,web
399,61,2026-03-03,placed,mobile
400,298,2026-05-19,placed,partner
401,257,2025-09-05,delivered,web
402,153,2026-02-02,placed,partner
403,71,2025-10-16,shipped,partner
404,458,2026-02-25,placed,partner
405,93,2025-08-16,delivered,mobile
406,91,2025-12-13,delivered,web
407,141,2025-10-21,delivered,web
408,392,2025-09-25,delivered,mobile
409,46,2025-09-10,delivered,mobile
410,207,2026-02-10,cancelled,web
411,20,2026-04-05,shipped,web
412,8,2025-12-17,delivered,web
413,10,2026-06-17,placed,mobile
414,116,2026-06-26,delivered,web
415,53,2026-01-18,delivered,web
416,34,2025-07-29,shipped,web
417,373,2026-03-29,delivered,web
418,455,2026-06-22,cancelled,web
419,462,2026-03-13,delivered,web
420,486,2026-01-28,placed,web
421,68,2025-10-22,delivered,mobile
422,87,2025-09-07,delivered,mobile
423,20,2026-01-14,delivered,web
424,274,2026-05-21,placed,partner
425,339,2025-08-30,delivered,web
426,354,2025-09-03,delivered,web
427,281,2025-11-12,delivered,web
428,356,2026-06-22,delivered,web
429,339,2025-08-26,delivered,web
430,311,2026-06-29,placed,mobile
431,54,2026-03-24,delivered,web
432,59,2025-08-29,delivered,mobile
433,399,2025-11-17,delivered,partner
434,184,2026-07-01,delivered,web
435,281,2026-03-17,cancelled,mobile
436,247,2025-12-22,shipped,web
437,46,2025-08-31,delivered,mobile
438,77,2025-08-21,delivered,web
439,371,2025-08-26,cancelled,mobile
440,234,2025-12-04,shipped,web
441,417,2025-10-03,delivered,partner
442,185,2026-06-17,shipped,mobile
443,49,2025-07-29,placed,web
444,332,2025-10-01,shipped,partner
445,490,2026-05-20,shipped,mobile
446,191,2025-12-28,shipped,web
447,493,2026-02-24,shipped,web
448,436,2026-03-07,delivered,mobile
449,409,2025-09-29,placed,mobile
450,31,2025-09-25,placed,partner
451,248,2026-04-23,delivered,web
452,195,2026-01-05,delivered,partner
453,451,2025-09-10,delivered,web
454,455,2026-02-01,delivered,web
455,336,2025-12-13,placed,partner
456,269,2026-04-27,delivered,web
457,490,2026-06-13,delivered,web
458,353,2026-06-29,delivered,web
459,373,2025-11-10,delivered,mobile
460,329,2026-01-19,placed,mobile
461,457,2026-05-15,placed,mobile
462,81,2026-03-21,delivered,partner
463,446,2025-09-28,placed,web
464,124,2025-12-22,cancelled,web
465,115,2026-04-13,delivered,web
466,121,2025-08-15,delivered,mobile
467,230,2025-08-20,delivered,web
468,61,2026-03-17,delivered,web
469,207,2026-02-02,placed,web
470,423,2025-08-21,delivered,partner
471,327,2025-12-08,delivered,mobile
472,336,2026-06-14,delivered,web
473,423,2025-08-02,delivered,mobile
474,170,2026-04-18,delivered,mobile
475,367,2026-06-07,delivered,web
476,50,2026-06-08,shipped,web
477,425,2026-05-26,cancelled,web
478,268,2026-01-13,delivered,web
479,85,2026-03-15,placed,mobile
480,370,2026-01-31,placed,mobile
481,97,2025-09-05,cancelled,web
482,235,2025-10-11,delivered,web
483,213,2025-07-29,cancelled,mobile
484,302,2025-09-07,delivered,web
485,338,2026-05-03,cancelled,web
486,256,2025-07-08,delivered,web
487,479,2026-02-12,delivered,web
488,261,2025-10-04,delivered,web
489,418,2025-09-09,placed,mobile
490,311,2025-12-17,delivered,web
491,312,2026-06-25,delivered,web
492,494,2025-12-28,cancelled,web
493,69,2025-09-14,delivered,mobile
494,384,2026-03-25,shipped,mobile
495,441,2025-12-13,delivered,partner
496,324,2025-10-25,shipped,mobile
497,149,2026-06-22,shipped,mobile
498,364,2026-06-03,cancelled,web
499,278,2026-06-26,delivered,mobile
500,390,2026-01-02,delivered,mobile
501,483,2026-06-12,delivered,mobile
502,458,2026-04-05,shipped,mobile
503,414,2025-07-12,delivered,web
504,75,2025-08-02,delivered,web
505,385,2025-09-26,cancelled,mobile
506,75,2025-08-06,delivered,web
507,386,2026-04-09,placed,mobile
508,53,2026-05-17,delivered,mobile
509,443,2025-10-28,delivered,mobile
510,122,2026-03-24,delivered,mobile
511,148,2026-06-25,delivered,partner
512,199,2026-02-04,cancelled,partner
513,161,2026-04-14,placed,mobile
514,104,2026-05-19,delivered,partner
515,227,2025-10-29,cancelled,mobile
516,332,2026-01-10,delivered,web
517,309,2025-10-14,delivered,partner
518,151,2026-02-20,shipped,mobile
519,96,2025-10-02,delivered,web
520,21,2026-02-10,shipped,web
521,83,2026-05-01,delivered,web
522,239,2026-07-04,cancelled,web
523,476,2025-12-18,delivered,mobile
524,321,2026-05-17,delivered,web
525,405,2026-04-25,delivered,web
526,363,2025-12-15,delivered,partner
527,267,2025-08-09,delivered,web
528,279,2026-04-06,delivered,web
529,453,2025-10-23,delivered,web
530,151,2025-10-25,cancelled,mobile
531,244,2026-04-19,delivered,partner
532,5,2025-09-02,delivered,web
533,464,2026-05-30,delivered,mobile
534,491,2025-07-26,delivered,web
535,469,2025-09-02,delivered,web
536,145,2025-07-18,cancelled,mobile
537,192,2026-03-26,delivered,web
538,23,2025-12-04,delivered,web
539,264,2025-08-17,cancelled,web
540,490,2026-04-07,delivered,mobile
541,108,2026-06-14,delivered,web
542,351,2026-02-08,delivered,web
543,425,2026-06-30,delivered,mobile
544,223,2026-06-02,delivered,web
545,352,2025-09-22,placed,mobile
546,20,2025-08-19,placed,web
547,129,2026-04-17,placed,mobile
548,467,2025-11-15,delivered,web
549,208,2026-02-12,shipped,web
550,61,2026-04-05,placed,mobile
551,33,2026-05-01,placed,mobile
552,184,2026-03-20,placed,mobile
553,155,2026-05-12,placed,mobile
554,225,2026-01-17,delivered,mobile
555,243,2025-09-24,delivered,web
556,201,2026-04-11,shipped,mobile
557,153,2026-06-17,delivered,partner
558,444,2026-06-02,delivered,partner
559,284,2026-04-16,placed,web
560,294,2026-05-07,delivered,web
561,44,2025-12-09,shipped,mobile
562,372,2025-12-29,shipped,partner
563,436,2026-03-25,placed,web
564,316,2025-11-12,shipped,web
565,410,2026-04-22,delivered,partner
566,478,2026-04-13,delivered,web
567,149,2026-06-14,placed,web
568,372,2026-04-29,delivered,web
569,66,2026-06-14,delivered,web
570,318,2025-08-10,cancelled,web
571,231,2025-12-21,delivered,web
572,300,2025-09-22,delivered,web
573,162,2026-02-10,shipped,web
574,403,2025-10-27,delivered,mobile
575,142,2026-01-06,placed,mobile
576,450,2026-03-08,delivered,web
577,157,2026-03-12,delivered,web
578,311,2025-08-16,delivered,partner
579,72,2026-04-07,shipped,mobile
580,321,2025-08-14,delivered,partner
581,435,2026-03-22,delivered,mobile
582,297,2026-01-29,delivered,web
583,19,2026-04-14,shipped,partner
584,277,2026-03-04,delivered,web
585,201,2025-10-28,delivered,mobile
586,439,2025-12-01,placed,web
587,47,2026-01-25,delivered,web
588,123,2026-05-16,delivered,mobile
589,72,2026-02-19,shipped,mobile
590,290,2026-06-08,delivered,web
591,375,2026-03-10,cancelled,web
592,390,2026-03-12,shipped,web
593,120,2025-07-27,delivered,web
594,406,2026-01-06,delivered,partner
595,452,2025-07-29,placed,mobile
596,53,2026-07-01,cancelled,mobile
597,141,2025-11-17,delivered,mobile
598,193,2026-06-05,delivered,mobile
599,460,2025-08-14,delivered,web
600,465,2025-10-28,delivered,web
601,445,2025-12-29,delivered,web
602,310,2025-07-09,delivered,web
603,85,2025-10-31,placed,mobile
604,109,2025-09-20,shipped,web
605,368,2025-09-04,delivered,web
606,170,2025-09-02,delivered,web
607,108,2026-05-04,shipped,mobile
608,12,2025-11-07,placed,mobile
609,83,2025-09-12,delivered,web
610,294,2025-09-19,placed,web
611,93,2026-03-27,cancelled,mobile
612,289,2026-05-28,placed,mobile
613,339,2025-11-28,cancelled,web
614,311,2026-03-04,delivered,web
615,426,2026-02-01,delivered,mobile
616,421,2025-10-07,delivered,web
617,86,2026-06-22,shipped,web
618,303,2025-08-10,shipped,web
619,56,2025-07-14,shipped,partner
620,259,2026-06-21,delivered,web
621,50,2025-10-04,delivered,mobile
622,20,2026-04-04,delivered,web
623,247,2026-06-08,placed,mobile
624,424,2025-07-06,delivered,mobile
625,333,2026-02-11,delivered,web
626,23,2026-06-28,delivered,web
627,411,2026-03-09,delivered,web
628,302,2026-06-27,delivered,web
629,131,2026-03-07,delivered,partner
630,43,2025-11-28,delivered,web
631,132,2025-10-10,placed,mobile
632,4,2026-04-27,delivered,web
633,193,2026-06-06,shipped,mobile
634,210,2026-01-07,placed,web
635,300,2025-11-12,shipped,web
636,290,2026-01-09,delivered,partner
637,204,2025-10-18,delivered,mobile
638,248,2025-10-05,delivered,mobile
639,130,2025-12-10,delivered,mobile
640,204,2025-09-14,delivered,mobile
641,383,2025-10-31,delivered,mobile
642,83,2025-08-26,shipped,web
643,174,2026-04-13,delivered,mobile
644,27,2025-09-26,delivered,mobile
645,412,2025-08-21,delivered,web
646,308,2026-02-13,placed,web
647,190,2025-08-15,delivered,mobile
648,477,2026-01-27,delivered,web
649,365,2026-05-07,placed,mobile
650,90,2026-05-29,delivered,web
651,436,2026-06-07,cancelled,web
652,100,2025-07-23,delivered,web
653,358,2025-11-01,delivered,mobile
654,185,2025-11-05,delivered,partner
655,45,2025-11-24,delivered,web
656,203,2026-01-29,delivered,web
657,378,2026-07-01,placed,web
658,146,2026-04-18,cancelled,web
659,494,2025-11-24,shipped,partner
660,233,2026-01-28,delivered,web
661,209,2026-03-22,placed,web
662,151,2025-12-27,cancelled,mobile
663,490,2025-11-14,delivered,mobile
664,295,2025-11-11,delivered,partner
665,289,2026-03-10,delivered,mobile
666,493,2026-02-25,delivered,partner
667,442,2025-07-20,delivered,web
668,196,2026-05-26,delivered,web
669,360,2025-10-31,delivered,web
670,181,2026-03-27,delivered,mobile
671,135,2025-11-10,shipped,web
672,384,2025-12-28,placed,partner
673,244,2025-12-13,delivered,partner
674,138,2025-10-07,cancelled,mobile
675,466,2025-10-11,delivered,web
676,377,2025-11-06,delivered,web
677,104,2025-11-10,delivered,web
678,399,2025-08-29,placed,web
679,490,2026-06-10,delivered,web
680,439,2026-04-09,cancelled,mobile
681,191,2026-05-19,shipped,partner
682,452,2026-04-26,delivered,web
683,392,2026-03-24,shipped,web
684,296,2025-09-09,placed,mobile
685,245,2026-04-08,placed,web
686,441,2026-06-22,delivered,web
687,62,2026-06-28,delivered,web
688,5,2025-07-12,delivered,web
689,52,2025-12-19,delivered,partner
690,96,2026-04-12,shipped,web
691,491,2026-05-15,shipped,web
692,218,2025-10-21,delivered,mobile
693,187,2026-01-27,shipped,web
694,68,2026-04-26,delivered,mobile
695,370,2025-11-21,delivered,mobile
696,439,2026-01-17,shipped,mobile
697,379,2025-09-20,delivered,web
698,216,2026-03-18,placed,partner
699,323,2026-03-27,delivered,web
700,250,2025-12-06,shipped,partner
701,25,2026-01-25,placed,web
702,111,2025-11-13,delivered,mobile
703,231,2025-12-24,shipped,web
704,286,2025-11-14,shipped,web
705,180,2026-06-18,cancelled,web
706,295,2026-06-03,delivered,web
707,400,2025-11-28,delivered,mobile
708,250,2026-02-19,delivered,web
709,147,2026-02-28,delivered,web
710,86,2026-05-29,delivered,web
711,324,2026-05-15,delivered,mobile
712,37,2025-08-15,shipped,web
713,163,2026-06-05,shipped,web
714,331,2026-01-24,shipped,web
715,442,2026-01-07,delivered,web
716,231,2026-02-02,shipped,partner
717,65,2025-11-03,delivered,partner
718,359,2025-08-15,shipped,web
719,49,2025-08-07,cancelled,web
720,28,2025-07-19,delivered,web
721,43,2025-08-28,shipped,web
722,336,2026-01-21,shipped,web
723,146,2026-02-17,delivered,web
724,430,2025-10-01,placed,mobile
725,441,2025-12-19,delivered,web
726,446,2026-04-08,cancelled,web
727,70,2026-06-28,delivered,mobile
728,234,2026-05-25,delivered,partner
729,223,2026-03-31,delivered,web
730,466,2025-12-30,delivered,web
731,46,2026-02-17,shipped,web
732,80,2025-12-08,placed,web
733,389,2025-09-13,shipped,web
734,5,2026-06-23,cancelled,partner
735,245,2025-12-06,placed,web
736,150,2026-05-07,shipped,web
737,192,2025-10-10,delivered,mobile
738,203,2025-11-10,shipped,mobile
739,200,2026-01-15,shipped,web
740,321,2025-11-05,delivered,mobile
741,314,2026-06-26,delivered,web
742,381,2026-04-04,delivered,web
743,437,2025-08-10,shipped,web
744,327,2026-02-24,delivered,web
745,319,2026-03-14,shipped,web
746,26,2026-04-05,placed,partner
747,145,2025-11-20,placed,web
748,5,2025-11-02,placed,web
749,112,2025-12-28,delivered,mobile
750,256,2026-01-12,delivered,mobile
751,170,2025-08-16,delivered,partner
752,29,2025-11-19,delivered,web
753,241,2025-10-06,shipped,mobile
754,419,2026-01-17,delivered,web
755,394,2026-07-06,shipped,mobile
756,227,2025-11-09,delivered,web
757,236,2025-08-23,delivered,partner
758,243,2026-01-21,delivered,web
759,166,2025-09-25,delivered,web
760,480,2026-04-13,delivered,web
761,327,2025-12-05,shipped,partner
762,443,2026-06-12,shipped,web
763,325,2026-02-13,shipped,web
764,142,2026-05-01,placed,mobile
765,5,2025-07-27,delivered,mobile
766,353,2026-05-07,shipped,mobile
767,128,2025-09-24,delivered,mobile
768,174,2026-05-22,placed,web
769,79,2026-06-30,delivered,web
770,250,2025-11-02,shipped,mobile
771,331,2025-12-30,delivered,web
772,99,2025-07-16,delivered,web
773,69,2025-11-11,delivered,web
774,225,2026-04-18,shipped,mobile
775,98,2026-04-22,shipped,web
776,375,2026-03-02,shipped,mobile
777,469,2026-04-15,shipped,web
778,231,2025-12-04,delivered,web
779,233,2025-07-06,delivered,web
780,376,2025-10-08,delivered,mobile
781,187,2026-05-19,shipped,mobile
782,338,2026-04-07,delivered,web
783,350,2026-03-17,delivered,web
784,145,2025-12-18,delivered,web
785,50,2026-03-30,delivered,web
786,481,2025-09-10,shipped,web
787,55,2026-03-11,shipped,web
788,329,2026-01-20,delivered,web
